date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank
2024-11-14,Venezuela,Brazil,1,1,World Cup qualifier,Venezuela,1773,2005,32,5
2024-11-14,Paraguay,Argentina,2,1,World Cup qualifier,Paraguay,1776,2106,30,2
2024-11-14,Ecuador,Bolivia,4,0,World Cup qualifier,Ecuador,1878,1657,15,51
2024-11-15,Russia,Brunei,11,0,Friendly,Russia,1786,667,26,224
2024-11-15,Zambia,Ivory Coast,1,0,African Nations Cup qual,Zambia,1382,1575,111,68
2024-11-15,Uganda,South Africa,0,2,African Nations Cup qual,Uganda,1377,1573,112,69
2024-11-15,Mozambique,Mali,0,1,African Nations Cup qual,Mozambique,1425,1605,96,59
2024-11-15,Kenya,Zimbabwe,1,1,African Nations Cup qual,South Africa,1407,1383,103,110
2024-11-15,Gabon,Morocco,1,5,African Nations Cup qual,Gabon,1429,1800,95,23
2024-11-15,Eswatini,Guinea-Bissau,1,1,African Nations Cup qual,South Africa,1223,1352,157,119
2024-11-15,Comoros,Gambia,2,1,African Nations Cup qual,Morocco,1409,1342,102,122
2024-11-15,Cape Verde,Egypt,1,1,African Nations Cup qual,Cape Verde,1495,1674,83,50
2024-11-15,Botswana,Mauritania,1,1,African Nations Cup qual,Botswana,1338,1340,124,123
2024-11-15,Angola,Ghana,1,1,African Nations Cup qual,Angola,1579,1462,66,87
2024-11-15,Cyprus,Lithuania,2,1,European Nations League C,Cyprus,1305,1287,134,140
2024-11-15,Tahiti,Samoa,3,0,World Cup qualifier,New Zealand,1184,728,161,215
2024-11-15,New Zealand,Vanuatu,8,1,World Cup qualifier,New Zealand,1583,1093,65,176
2024-11-15,Indonesia,Japan,0,4,World Cup qualifier,Indonesia,1353,1882,118,15
2024-11-15,San Marino,Gibraltar,1,1,European Nations League D,San Marino,799,1050,209,181
2024-11-15,Romania,Kosovo,0,0,European Nations League C,Romania,1715,1550,42,75
2024-11-15,Northern Ireland,Belarus,2,0,European Nations League C,Northern Ireland,1561,1451,72,89
2024-11-15,Luxembourg,Bulgaria,0,1,European Nations League C,Luxembourg,1444,1494,92,84
2024-11-15,Switzerland,Serbia,1,1,European Nations League A,Switzerland,1817,1812,20,21
2024-11-15,Scotland,Croatia,1,0,European Nations League A,Scotland,1734,1886,37,12
2024-11-15,Portugal,Poland,5,1,European Nations League A,Portugal,1993,1724,7,39
2024-11-15,Denmark,Spain,1,2,European Nations League A,Denmark,1853,2175,17,1
2024-11-15,Cayman Islands,Guadeloupe,0,6,CONCACAF Champ qual,the Cayman Islands,829,1334,207,127
2024-11-15,Barbados,Guyana,1,4,CONCACAF Champ qual,Barbados,956,1238,190,154
2024-11-15,Puerto Rico,Aruba,5,1,CONCACAF Nat League B,Puerto Rico,1131,924,167,194
2024-11-15,Haiti,Sint Maarten,8,0,CONCACAF Nat League B,Puerto Rico,1527,911,79,197
2024-11-15,Grenada,Saint Lucia,4,0,CONCACAF Nat League B,Curaçao,1113,1041,174,183
2024-11-15,Curaçao,Saint Martin,5,0,CONCACAF Nat League B,Curaçao,1328,969,128,188
2024-11-15,Suriname,Canada,0,1,CONCACAF Nat League,Suriname,1359,1781,117,29
2024-11-15,Honduras,Mexico,2,0,CONCACAF Nat League,Honduras,1572,1757,70,33
2024-11-15,Uruguay,Colombia,3,2,World Cup qualifier,Uruguay,1939,2009,11,4
2024-11-15,Peru,Chile,0,0,World Cup qualifier,Peru,1724,1684,39,47
2024-11-16,Sri Lanka,Yemen,1,0,Friendly,Qatar,729,1084,215,177
2024-11-16,Nepal,Afghanistan,2,0,Friendly tournament,Tajikistan,937,1095,194,174
2024-11-16,Bangladesh,Maldives,2,1,Friendly,Bangladesh,906,889,199,203
2024-11-16,Tanzania,Ethiopia,2,0,African Nations Cup qual,DR Congo,1386,1238,110,153
2024-11-16,Guinea,DR Congo,1,0,African Nations Cup qual,Ivory Coast,1510,1577,80,67
2024-11-16,Andorra,Moldova,0,1,European Nations League D,Andorra,1069,1360,179,117
2024-11-16,Sweden,Slovakia,2,1,European Nations League C,Sweden,1737,1698,36,46
2024-11-16,Azerbaijan,Estonia,0,0,European Nations League C,Azerbaijan,1405,1379,103,113
2024-11-16,Turkey,Wales,0,0,European Nations League B,Turkey,1822,1717,19,42
2024-11-16,Montenegro,Iceland,0,2,European Nations League B,Montenegro,1472,1591,85,60
2024-11-16,Georgia,Ukraine,1,1,European Nations League B,Georgia,1703,1784,45,27
2024-11-16,Albania,Czechia,0,0,European Nations League B,Albania,1653,1741,52,35
2024-11-16,Netherlands,Hungary,4,0,European Nations League A,the Netherlands,1954,1772,10,31
2024-11-16,Germany,Bosnia and Herzegovina,7,0,European Nations League A,Germany,1977,1469,8,86
2024-11-16,Dominican Republic,Dominica,6,1,CONCACAF Nat League B,the Dominican Republic,1269,981,146,187
2024-11-16,Bermuda,Antigua and Barbuda,2,1,CONCACAF Nat League B,the Dominican Republic,1160,914,164,196
2024-11-17,Thailand,Laos,1,1,Friendly,Thailand,1437,677,93,222
2024-11-17,Togo,Equatorial Guinea,3,0,African Nations Cup qual,Togo,1381,1496,113,82
2024-11-17,Algeria,Liberia,5,1,African Nations Cup qual,Algeria,1685,1264,47,148
2024-11-17,North Macedonia,Faroe Islands,1,0,European Nations League C,North Macedonia,1610,1277,57,144
2024-11-17,Latvia,Armenia,1,2,European Nations League C,Latvia,1276,1411,145,101
2024-11-17,Norway,Kazakhstan,5,0,European Nations League B,Norway,1806,1431,23,94
2024-11-17,Finland,Greece,0,2,European Nations League B,Finland,1538,1812,75,21
2024-11-17,England,Ireland,5,0,European Nations League B,England,2006,1608,5,58
2024-11-17,Austria,Slovenia,1,1,European Nations League B,Austria,1871,1727,15,40
2024-11-17,Italy,France,1,3,European Nations League A,Italy,1930,2055,11,3
2024-11-17,Israel,Belgium,1,0,European Nations League A,Hungary,1601,1850,60,17
2024-11-17,Papua New Guinea,Solomon Islands,1,2,World Cup qualifier,Papua New Guinea,1044,1178,182,162
2024-11-17,Fiji,New Caledonia,1,1,World Cup qualifier,Papua New Guinea,1215,1261,159,149
2024-11-17,St Vincent & Grenadines,Bonaire,3,1,CONCACAF Nat League B,El Salvador,1129,838,168,205
2024-11-17,El Salvador,Montserrat,1,0,CONCACAF Nat League B,El Salvador,1390,951,109,191
2024-11-18,Singapore,Taiwan,2,3,Friendly,Singapore,1097,908,172,198
2024-11-18,India,Malaysia,1,1,Friendly,India,1175,1289,163,138
2024-11-18,Tunisia,Gambia,0,1,African Nations Cup qual,Tunisia,1598,1378,60,116
2024-11-18,Nigeria,Rwanda,1,2,African Nations Cup qual,Nigeria,1550,1355,74,121
2024-11-18,Morocco,Lesotho,7,0,African Nations Cup qual,Morocco,1802,1230,24,156
2024-11-18,Malawi,Burkina Faso,3,0,African Nations Cup qual,Malawi,1309,1481,135,84
2024-11-18,Libya,Benin,0,0,African Nations Cup qual,Libya,1391,1429,107,95
2024-11-18,Ghana,Niger,1,2,African Nations Cup qual,Ghana,1429,1320,95,131
2024-11-18,Gabon,Central African Republic,1,0,African Nations Cup qual,South Africa,1442,1284,91,140
2024-11-18,Comoros,Madagascar,1,0,African Nations Cup qual,Morocco,1423,1287,99,139
2024-11-18,Angola,Sudan,0,0,African Nations Cup qual,Libya,1569,1387,71,110
2024-11-18,Liechtenstein,San Marino,1,3,European Nations League D,Liechtenstein,913,848,196,205
2024-11-18,Romania,Cyprus,4,1,European Nations League C,Romania,1719,1301,42,136
2024-11-18,Luxembourg,Northern Ireland,2,2,European Nations League C,Luxembourg,1445,1560,90,72
2024-11-18,Kosovo,Lithuania,1,0,European Nations League C,Kosovo,1554,1283,73,142
2024-11-18,Bulgaria,Belarus,1,1,European Nations League C,Bulgaria,1486,1459,83,87
2024-11-18,Spain,Switzerland,3,2,European Nations League A,Spain,2178,1814,1,20
2024-11-18,Serbia,Denmark,0,0,European Nations League A,Serbia,1809,1856,22,16
2024-11-18,Poland,Scotland,1,2,European Nations League A,Poland,1699,1759,45,33
2024-11-18,Croatia,Portugal,1,1,European Nations League A,Croatia,1886,1993,12,7
2024-11-18,Tahiti,Vanuatu,2,0,World Cup qualifier,New Zealand,1206,1071,160,177
2024-11-18,New Zealand,Samoa,8,0,World Cup qualifier,New Zealand,1583,728,64,216
2024-11-18,Cuba,Saint Kitts and Nevis,4,0,CONCACAF Champ qual,Cuba,1280,1103,145,171
2024-11-18,Sint Maarten,Aruba,1,0,CONCACAF Nat League B,Puerto Rico,932,903,194,200
2024-11-18,Saint Martin,Grenada,3,0,CONCACAF Nat League B,Curaçao,1018,1064,185,179
2024-11-18,Puerto Rico,Haiti,0,3,CONCACAF Nat League B,Puerto Rico,1120,1538,169,75
2024-11-18,Curaçao,Saint Lucia,4,1,CONCACAF Nat League B,Curaçao,1335,1034,128,184
2024-11-18,United States,Jamaica,4,2,CONCACAF Nat League,the United States,1758,1575,34,67
2024-11-18,Panama,Costa Rica,2,2,CONCACAF Nat League,Panama,1726,1653,40,52
2024-11-19,Yemen,Sri Lanka,2,0,Friendly,Qatar,1087,726,175,216
2024-11-19,Tajikistan,Afghanistan,3,1,Friendly tournament,Tajikistan,1305,1088,135,174
2024-11-19,Russia,Syria,4,0,Friendly,Russia,1789,1437,25,93
2024-11-19,Myanmar,Lebanon,2,3,Friendly,Myanmar,909,1313,197,133
2024-11-19,Hong Kong,Mauritius,1,0,Friendly,Hong Kong,1123,1036,168,183
2024-11-19,Gibraltar,Moldova,1,1,Friendly,Gibraltar,1055,1355,180,122
2024-11-19,Zambia,Sierra Leone,2,0,African Nations Cup qual,Liberia,1407,1295,103,137
2024-11-19,Tanzania,Guinea,1,0,African Nations Cup qual,Tanzania,1407,1489,103,81
2024-11-19,South Africa,South Sudan,3,0,African Nations Cup qual,South Africa,1576,1120,64,169
2024-11-19,Senegal,Burundi,2,0,African Nations Cup qual,Senegal,1771,1280,31,144
2024-11-19,Mauritania,Cape Verde,1,0,African Nations Cup qual,Mauritania,1363,1472,119,86
2024-11-19,Mali,Eswatini,6,0,African Nations Cup qual,Mali,1610,1218,56,157
2024-11-19,Kenya,Namibia,0,0,African Nations Cup qual,South Africa,1402,1319,106,132
2024-11-19,Ivory Coast,Chad,4,0,African Nations Cup qual,Ivory Coast,1579,1166,63,164
2024-11-19,Guinea-Bissau,Mozambique,1,2,African Nations Cup qual,Guinea-Bissau,1330,1447,129,90
2024-11-19,Egypt,Botswana,1,1,African Nations Cup qual,Egypt,1657,1355,52,122
2024-11-19,DR Congo,Ethiopia,1,2,African Nations Cup qual,DR Congo,1540,1275,74,148
2024-11-19,Congo,Uganda,0,1,African Nations Cup qual,Congo,1223,1395,155,109
2024-11-19,Cameroon,Zimbabwe,2,1,African Nations Cup qual,Cameroon,1594,1377,61,117
2024-11-19,Malta,Andorra,0,0,European Nations League D,Malta,1269,1083,149,176
2024-11-19,Sweden,Azerbaijan,6,0,European Nations League C,Sweden,1744,1398,36,108
2024-11-19,Slovakia,Estonia,1,0,European Nations League C,Slovakia,1701,1376,45,118
2024-11-19,Wales,Iceland,4,1,European Nations League B,Wales,1732,1576,38,64
2024-11-19,Montenegro,Turkey,3,1,European Nations League B,Montenegro,1520,1774,78,29
2024-11-19,Czechia,Georgia,2,1,European Nations League B,Czechia,1753,1691,35,47
2024-11-19,Albania,Ukraine,1,2,European Nations League B,Albania,1635,1802,54,23
2024-11-19,Hungary,Germany,1,1,European Nations League A,Hungary,1778,1971,27,8
2024-11-19,Bosnia and Herzegovina,Netherlands,1,1,European Nations League A,Bosnia and Herzegovina,1485,1938,84,10
2024-11-19,Uzbekistan,North Korea,1,0,World Cup qualifier,Laos,1684,1387,49,113
2024-11-19,United Arab Emirates,Qatar,5,0,World Cup qualifier,the United Arab Emirates,1563,1552,68,72
2024-11-19,Palestine,South Korea,1,1,World Cup qualifier,Jordan,1407,1774,103,29
2024-11-19,Oman,Iraq,0,1,World Cup qualifier,Oman,1489,1667,81,50
2024-11-19,Kyrgyzstan,Iran,2,3,World Cup qualifier,Kyrgyzstan,1281,1838,143,18
2024-11-19,Kuwait,Jordan,1,1,World Cup qualifier,Kuwait,1347,1617,125,55
2024-11-19,Indonesia,Saudi Arabia,2,0,World Cup qualifier,Indonesia,1393,1536,110,77
2024-11-19,China,Japan,1,3,World Cup qualifier,China,1413,1889,101,13
2024-11-19,Bahrain,Australia,2,2,World Cup qualifier,Bahrain,1458,1719,88,42
2024-11-19,Guyana,Barbados,5,3,CONCACAF Champ qual,Guyana,1244,950,153,190
2024-11-19,Guadeloupe,Cayman Islands,1,0,CONCACAF Champ qual,Guadeloupe,1335,828,127,208
2024-11-19,Belize,French Guiana,2,2,CONCACAF Champ qual,Suriname,1096,1223,173,155
2024-11-19,Dominican Republic,Bermuda,6,1,CONCACAF Nat League B,the Dominican Republic,1287,1142,139,165
2024-11-19,Antigua and Barbuda,Dominica,0,0,CONCACAF Nat League B,the Dominican Republic,918,977,195,188
2024-11-19,Mexico,Honduras,4,0,CONCACAF Nat League,Mexico,1769,1560,32,69
2024-11-19,Canada,Suriname,3,0,CONCACAF Nat League,Canada,1784,1356,26,121
2024-11-19,Colombia,Ecuador,0,1,World Cup qualifier,Colombia,1977,1910,7,12
2024-11-19,Chile,Venezuela,4,2,World Cup qualifier,Chile,1713,1744,44,36
2024-11-19,Brazil,Uruguay,1,1,World Cup qualifier,Brazil,1996,1948,5,9
2024-11-19,Bolivia,Paraguay,2,2,World Cup qualifier,Bolivia,1658,1775,51,28
2024-11-19,Argentina,Peru,1,0,World Cup qualifier,Argentina,2108,1722,2,41
2024-12-08,Hong Kong,Mongolia,3,0,East Asian Champ qual,Hong Kong,1127,752,168,213
2024-12-08,Thailand,East Timor,10,0,Southeast Asian Champ,Vietnam,1438,673,93,224
2024-12-08,Cambodia,Malaysia,2,2,Southeast Asian Champ,Cambodia,848,1274,205,148
2024-12-09,Kuwait,Yemen,1,1,Friendly,Qatar,1341,1093,126,174
2024-12-09,Solomon Islands,Vanuatu,4,1,Melanesian Cup,the Solomon Islands,1194,1055,162,179
2024-12-09,Myanmar,Indonesia,0,1,Southeast Asian Champ,Myanmar,905,1397,199,109
2024-12-09,Laos,Vietnam,1,4,Southeast Asian Champ,Laos,673,1254,223,152
2024-12-11,Taiwan,Mongolia,4,0,East Asian Champ qual,Hong Kong,930,730,195,214
2024-12-11,Singapore,Cambodia,2,1,Southeast Asian Champ,Singapore,1102,843,172,206
2024-12-11,Malaysia,East Timor,3,2,Southeast Asian Champ,Malaysia,1275,672,147,224
2024-12-12,Lebanon,Kuwait,2,1,Friendly,Qatar,1324,1330,130,128
2024-12-12,Fiji,Vanuatu,1,1,Melanesian Cup,the Solomon Islands,1206,1064,159,177
2024-12-12,Philippines,Myanmar,1,1,Southeast Asian Champ,the Philippines,1063,918,179,196
2024-12-12,Indonesia,Laos,3,3,Southeast Asian Champ,Indonesia,1377,693,116,219
2024-12-14,Hong Kong,Taiwan,2,1,East Asian Champ qual,Hong Kong,1133,924,167,195
2024-12-14,Guam,Macao,2,1,East Asian Champ qual,Hong Kong,697,599,219,232
2024-12-14,Thailand,Malaysia,1,0,Southeast Asian Champ,Thailand,1445,1268,91,149
2024-12-14,Singapore,East Timor,3,0,Southeast Asian Champ,Vietnam,1107,667,171,224
2024-12-15,Lebanon,Kuwait,2,0,Friendly,Qatar,1339,1315,126,133
2024-12-15,Fiji,Papua New Guinea,1,1,Melanesian Cup,the Solomon Islands,1197,1053,161,180
2024-12-15,Vietnam,Indonesia,1,0,Southeast Asian Champ,Vietnam,1275,1356,147,120
2024-12-15,Laos,Philippines,1,1,Southeast Asian Champ,Laos,706,1050,218,181
2024-12-16,Oman,Yemen,1,0,Friendly,Oman,1490,1092,81,174
2024-12-17,Saudi Arabia,Trinidad and Tobago,3,1,Friendly,Saudi Arabia,1542,1394,74,109
2024-12-17,Hong Kong,Guam,5,0,East Asian Champ qual,Hong Kong,1136,694,167,220
2024-12-17,Singapore,Thailand,2,4,Southeast Asian Champ,Singapore,1095,1457,173,89
2024-12-17,Cambodia,East Timor,2,1,Southeast Asian Champ,Cambodia,850,660,205,225
2024-12-18,Solomon Islands,Papua New Guinea,2,3,Melanesian Cup,the Solomon Islands,1162,1085,164,176
2024-12-18,Philippines,Vietnam,1,1,Southeast Asian Champ,the Philippines,1057,1268,180,149
2024-12-18,Myanmar,Laos,3,2,Southeast Asian Champ,Myanmar,924,700,195,218
2024-12-20,Thailand,Cambodia,3,2,Southeast Asian Champ,Thailand,1458,849,88,205
2024-12-20,Malaysia,Singapore,0,0,Southeast Asian Champ,Malaysia,1255,1108,152,171
2024-12-21,Northern Mariana Islands,Guam,1,2,Friendly,the Northern Marianas,446,700,240,218
2024-12-21,Solomon Islands,Fiji,1,3,Melanesian Cup,the Solomon Islands,1126,1233,168,154
2024-12-21,Papua New Guinea,Vanuatu,2,1,Melanesian Cup,the Solomon Islands,1104,1045,172,182
2024-12-21,Vietnam,Myanmar,5,0,Southeast Asian Champ,Vietnam,1274,918,148,196
2024-12-21,Indonesia,Philippines,0,1,Southeast Asian Champ,Indonesia,1320,1093,130,175
2024-12-21,Qatar,United Arab Emirates,1,1,Gulf Cup,Kuwait,1553,1562,72,68
2024-12-21,Kuwait,Oman,1,1,Gulf Cup,Kuwait,1319,1486,132,82
2024-12-22,Northern Mariana Islands,Guam,0,8,Friendly,the Northern Marianas,432,714,240,218
2024-12-22,Iraq,Yemen,1,0,Gulf Cup,Kuwait,1668,1091,50,176
2024-12-22,Bahrain,Saudi Arabia,3,2,Gulf Cup,Kuwait,1483,1517,85,78
2024-12-24,Oman,Qatar,2,1,Gulf Cup,Kuwait,1510,1529,79,76
2024-12-24,Kuwait,United Arab Emirates,2,1,Gulf Cup,Kuwait,1347,1534,124,75
2024-12-25,Saudi Arabia,Yemen,3,2,Gulf Cup,Kuwait,1520,1088,78,176
2024-12-25,Bahrain,Iraq,2,0,Gulf Cup,Kuwait,1528,1623,77,54
2024-12-26,Singapore,Vietnam,0,2,Southeast Asian Champ,Singapore,1084,1298,177,137
2024-12-27,Philippines,Thailand,2,1,Southeast Asian Champ,the Philippines,1126,1425,168,97
2024-12-27,Oman,United Arab Emirates,1,1,Gulf Cup,Kuwait,1511,1533,80,75
2024-12-27,Kuwait,Qatar,1,1,Gulf Cup,Kuwait,1352,1524,124,77
2024-12-28,Yemen,Bahrain,2,1,Gulf Cup,Kuwait,1125,1491,170,82
2024-12-28,Saudi Arabia,Iraq,3,1,Gulf Cup,Kuwait,1559,1584,70,61
2024-12-29,Vietnam,Singapore,3,1,Southeast Asian Champ,Vietnam,1306,1076,135,178
2024-12-30,Thailand,Philippines,3,1,Southeast Asian Champ,Thailand,1430,1121,95,170
2024-12-31,Oman,Saudi Arabia,2,1,Gulf Cup,Kuwait,1534,1536,76,75
2024-12-31,Kuwait,Bahrain,0,1,Gulf Cup,Kuwait,1334,1509,128,80
2025-01-02,Vietnam,Thailand,2,1,Southeast Asian Champ,Vietnam,1327,1409,130,102
2025-01-04,Bahrain,Oman,2,1,Gulf Cup,Kuwait,1530,1513,77,80
2025-01-05,Thailand,Vietnam,2,3,Southeast Asian Champ,Thailand,1379,1357,114,120
2025-01-18,United States,Venezuela,3,1,Friendly,the United States,1768,1734,33,37
2025-01-22,United States,Costa Rica,3,0,Friendly,the United States,1776,1645,28,52
2025-01-27,Jordan,Uzbekistan,0,0,Friendly,Qatar,1619,1682,54,49
2025-02-06,Jamaica,Trinidad and Tobago,1,0,Friendly,Jamaica,1578,1391,64,108
2025-02-08,Chile,Panama,6,1,Friendly,Chile,1728,1711,39,44
2025-02-09,Jamaica,Trinidad and Tobago,1,1,Friendly,Jamaica,1571,1398,66,106
2025-02-17,North Korea,Kazakhstan,2,0,Friendly,Turkey,1404,1414,105,99
2025-03-06,St Vincent & Grenadines,Grenada,1,1,Friendly,St Vincent & Grenadines,1125,1068,168,179
2025-03-09,St Vincent & Grenadines,Grenada,1,1,Friendly,St Vincent & Grenadines,1121,1072,169,179
2025-03-13,Oman,Sudan,0,0,Friendly,Oman,1507,1393,80,110
2025-03-14,Jordan,North Korea,1,1,Friendly,Jordan,1612,1411,54,101
2025-03-15,China,Kuwait,3,1,Friendly,the United Arab Emirates,1425,1322,96,130
2025-03-16,Guatemala,Honduras,2,1,Friendly,the United States,1519,1548,80,71
2025-03-19,Vietnam,Cambodia,2,1,Friendly,Vietnam,1358,848,120,205
2025-03-19,Russia,Grenada,5,0,Friendly,Russia,1789,1072,25,179
2025-03-19,Kazakhstan,Curaçao,2,0,Friendly,Turkey,1426,1323,96,129
2025-03-19,India,Maldives,3,0,Friendly,India,1178,886,162,203
2025-03-19,Hong Kong,Macao,2,0,Friendly,Hong Kong,1137,598,166,232
2025-03-19,Madagascar,Central African Republic,4,1,World Cup qualifier,Morocco,1322,1249,130,152
2025-03-19,Liberia,Tunisia,0,1,World Cup qualifier,Liberia,1256,1606,150,58
2025-03-19,Cameroon,Eswatini,0,0,World Cup qualifier,South Africa,1578,1234,63,154
2025-03-20,Tajikistan,Belarus,0,5,Friendly,Tajikistan,1288,1476,138,86
2025-03-20,Lebanon,East Timor,4,0,Friendly,Qatar,1340,659,127,225
2025-03-20,Laos,Sri Lanka,1,2,Friendly,Laos,688,738,222,213
2025-03-20,Uzbekistan,Kyrgyzstan,1,0,World Cup qualifier,Uzbekistan,1684,1279,49,144
2025-03-20,South Korea,Oman,1,1,World Cup qualifier,South Korea,1758,1523,31,79
2025-03-20,Saudi Arabia,China,1,0,World Cup qualifier,Saudi Arabia,1545,1416,72,99
2025-03-20,Qatar,North Korea,5,1,World Cup qualifier,Qatar,1541,1394,73,108
2025-03-20,Jordan,Palestine,3,1,World Cup qualifier,Jordan,1621,1398,56,104
2025-03-20,Japan,Bahrain,2,0,World Cup qualifier,Japan,1893,1526,14,78
2025-03-20,Iraq,Kuwait,2,2,World Cup qualifier,Iraq,1568,1338,66,128
2025-03-20,Iran,United Arab Emirates,2,0,World Cup qualifier,Iran,1843,1528,17,77
2025-03-20,Australia,Indonesia,5,1,World Cup qualifier,Australia,1723,1316,42,135
2025-03-20,Sierra Leone,Guinea-Bissau,3,1,World Cup qualifier,Liberia,1328,1297,130,137
2025-03-20,Mozambique,Uganda,3,1,World Cup qualifier,Egypt,1473,1369,88,117
2025-03-20,Mali,Comoros,3,0,World Cup qualifier,Morocco,1628,1405,54,102
2025-03-20,Malawi,Namibia,0,1,World Cup qualifier,Malawi,1284,1344,140,126
2025-03-20,Libya,Angola,1,1,World Cup qualifier,Libya,1395,1565,107,67
2025-03-20,Gambia,Kenya,3,3,World Cup qualifier,Ivory Coast,1379,1401,114,103
2025-03-20,Gabon,Seychelles,3,0,World Cup qualifier,Gabon,1443,858,92,204
2025-03-20,Cape Verde,Mauritius,1,0,World Cup qualifier,Cape Verde,1474,1034,87,183
2025-03-20,Benin,Zimbabwe,2,2,World Cup qualifier,South Africa,1426,1380,95,113
2025-03-20,Slovakia,Slovenia,0,0,European League B/C,Slovakia,1697,1731,47,41
2025-03-20,Kosovo,Iceland,2,1,European League B/C,Kosovo,1570,1560,65,68
2025-03-20,Bulgaria,Ireland,1,2,European League B/C,Bulgaria,1467,1627,89,55
2025-03-20,Armenia,Georgia,0,3,European League B/C,Armenia,1393,1709,109,45
2025-03-20,Ukraine,Belgium,3,1,European League A/B,Spain,1836,1816,18,20
2025-03-20,Turkey,Hungary,3,1,European League A/B,Turkey,1796,1756,25,32
2025-03-20,Greece,Scotland,0,1,European League A/B,Greece,1784,1787,29,27
2025-03-20,Austria,Serbia,1,1,European League A/B,Austria,1862,1818,16,19
2025-03-20,Netherlands,Spain,2,2,European Nations League,the Netherlands,1948,2168,9,1
2025-03-20,Italy,Germany,1,2,European Nations League,Italy,1901,2000,13,6
2025-03-20,Denmark,Portugal,1,0,European Nations League,Denmark,1884,1965,15,7
2025-03-20,Croatia,France,2,0,European Nations League,Croatia,1931,2010,11,3
